amount,merchant_type,location,time_of_day,fraud
816.69,grocery,FL,evening,0
47.46,fashion,FL,night,1
165.49,electronics,NY,evening,0
197.2,electronics,TX,afternoon,0
234.25,fashion,NY,morning,0
725.3,fashion,NY,night,0
33.17,fashion,CA,morning,0
4.94,electronics,TX,night,0
63.56,electronics,NY,night,0
16.72,grocery,CA,night,0
2.72,travel,CA,morning,0
53.63,travel,CA,night,0
183.75,electronics,FL,night,1
100.22,travel,CA,night,0
45.01,fashion,CA,morning,0
127.48,grocery,FL,night,1
31.68,electronics,FL,morning,0
1.74,electronics,CA,evening,0
173.45,travel,NY,night,0
117.3,fashion,TX,afternoon,0
172.41,grocery,FL,evening,0
4.77,travel,TX,morning,0
217.77,electronics,FL,afternoon,0
115.96,electronics,CA,morning,0
99.45,travel,FL,morning,0
117.58,fashion,CA,night,0
239.79,grocery,TX,afternoon,0
106.1,grocery,NY,morning,0
104.37,grocery,CA,evening,0
561.06,grocery,TX,night,0
169.63,fashion,TX,evening,0
70.07,electronics,FL,evening,0
147.47,electronics,CA,night,0
59.16,grocery,TX,morning,0
31.19,grocery,NY,evening,0
109.01,grocery,FL,morning,0
316.03,travel,FL,morning,0
317.65,travel,TX,night,0
50.21,electronics,CA,evening,0
90.01,electronics,FL,evening,0
28.54,grocery,CA,night,0
651.99,travel,TX,morning,0
476.34,fashion,TX,morning,0
125.81,travel,CA,night,0
195.81,electronics,NY,morning,0
150.67,travel,FL,morning,0
107.92,electronics,TX,evening,0
6.58,grocery,NY,morning,0
72.78,fashion,NY,morning,0
134.79,grocery,CA,morning,0
135.81,grocery,CA,morning,0
56.04,fashion,CA,night,0
341.04,fashion,NY,night,0
21.98,fashion,FL,night,1
83.26,electronics,CA,morning,0
140.88,grocery,FL,night,1
143.34,electronics,CA,afternoon,0
125.51,fashion,NY,afternoon,0
38.64,electronics,FL,afternoon,0
20.38,fashion,FL,evening,0
121.25,travel,NY,morning,0
109.75,fashion,FL,evening,0
23.72,grocery,NY,night,0
146.55,grocery,NY,morning,0
72.87,grocery,TX,afternoon,0
132.23,electronics,CA,morning,0
217.95,grocery,TX,evening,0
22.32,fashion,NY,night,0
2.32,travel,NY,night,0
181.21,grocery,FL,evening,0
112.9,electronics,NY,morning,0
144.33,travel,NY,evening,0
218.53,grocery,NY,night,0
194.83,grocery,CA,afternoon,0
389.06,travel,TX,night,0
92.13,grocery,TX,night,0
80.45,electronics,CA,morning,0
61.68,fashion,CA,afternoon,0
20.02,fashion,CA,night,0
102.01,travel,TX,afternoon,0
38.92,fashion,TX,evening,0
305.06,grocery,NY,morning,0
105.02,grocery,TX,afternoon,0
107.83,electronics,FL,afternoon,0
52.61,fashion,TX,morning,0
6.41,travel,CA,evening,0
3.87,grocery,TX,afternoon,0
66.06,travel,NY,morning,0
10.6,grocery,TX,night,0
112.03,grocery,CA,morning,0
255.41,electronics,FL,night,1
257.38,fashion,CA,afternoon,0
129.12,electronics,FL,afternoon,0
28.47,fashion,NY,afternoon,0
238.53,travel,NY,evening,0
260.69,fashion,TX,evening,0
26.28,travel,NY,night,0
160.47,grocery,NY,morning,0
40.51,travel,CA,night,0
194.73,travel,CA,morning,0
707.01,grocery,TX,afternoon,0
3.66,travel,TX,morning,0
273.19,travel,TX,evening,0
116.94,grocery,TX,morning,0
435.14,grocery,CA,morning,0
75.06,grocery,TX,afternoon,0
225.58,fashion,TX,afternoon,0
7.73,grocery,NY,evening,0
49.01,grocery,TX,morning,0
8.32,travel,FL,morning,0
444.32,electronics,NY,morning,0
203.78,electronics,CA,afternoon,0
229.71,fashion,FL,evening,0
333.61,fashion,TX,morning,0
10.67,electronics,NY,morning,0
58.45,electronics,TX,morning,0
8.84,grocery,NY,morning,0
28.41,travel,TX,evening,0
31.26,grocery,FL,evening,0
75.98,fashion,CA,evening,0
37.53,electronics,FL,afternoon,0
12.77,fashion,FL,morning,0
22.0,grocery,CA,morning,0
19.12,fashion,NY,morning,0
433.77,fashion,NY,morning,0
170.9,travel,CA,night,0
412.15,fashion,TX,evening,0
69.52,grocery,NY,night,0
39.15,travel,FL,night,1
192.11,fashion,CA,afternoon,0
47.39,grocery,FL,afternoon,0
42.7,electronics,NY,morning,0
31.75,travel,CA,night,0
16.67,fashion,CA,night,0
35.56,fashion,NY,evening,0
52.68,travel,NY,night,0
134.5,grocery,CA,afternoon,0
7.75,fashion,TX,night,0
28.36,grocery,CA,afternoon,0
198.67,travel,TX,morning,0
19.07,fashion,FL,afternoon,0
50.34,electronics,TX,morning,0
239.99,electronics,TX,evening,0
20.2,electronics,NY,morning,0
10.36,travel,CA,night,0
79.52,fashion,FL,afternoon,0
43.22,travel,CA,morning,0
99.45,fashion,TX,morning,0
195.44,electronics,TX,morning,0
17.7,electronics,TX,morning,0
104.3,grocery,CA,morning,0
84.51,travel,TX,morning,0
18.67,travel,CA,afternoon,0
117.38,grocery,FL,night,1
38.37,electronics,FL,night,1
80.29,electronics,CA,morning,0
10.3,travel,FL,afternoon,0
73.85,fashion,NY,morning,0
43.91,electronics,TX,evening,0
207.37,grocery,TX,night,0
7.04,grocery,TX,morning,0
65.08,grocery,NY,afternoon,0
73.59,travel,TX,night,0
154.92,travel,CA,afternoon,0
102.48,travel,TX,evening,0
132.03,travel,CA,morning,0
180.1,grocery,FL,evening,0
237.84,grocery,CA,night,0
45.2,travel,CA,morning,0
92.67,travel,CA,night,0
219.99,grocery,TX,morning,0
546.21,travel,NY,afternoon,0
264.35,travel,NY,night,0
55.72,travel,CA,evening,0
26.05,travel,TX,evening,0
80.66,electronics,NY,afternoon,0
162.41,travel,FL,afternoon,0
81.41,grocery,FL,evening,0
79.21,grocery,TX,afternoon,0
218.59,grocery,FL,morning,0
53.82,grocery,FL,evening,0
235.76,travel,FL,night,1
62.67,electronics,NY,evening,0
47.74,fashion,FL,afternoon,0
72.61,fashion,CA,morning,0
172.48,fashion,CA,night,0
16.16,fashion,FL,evening,0
26.24,grocery,CA,evening,0
363.01,travel,NY,night,0
23.16,travel,TX,morning,0
100.64,fashion,CA,afternoon,0
103.9,fashion,FL,afternoon,0
80.71,electronics,TX,afternoon,0
124.19,electronics,TX,afternoon,0
31.34,electronics,FL,night,1
96.53,grocery,CA,morning,0
55.86,travel,NY,morning,0
130.05,grocery,CA,evening,0
18.27,grocery,CA,evening,0
101.52,travel,NY,morning,0
24.59,electronics,TX,evening,0
39.19,travel,NY,morning,0
29.62,fashion,NY,night,0
24.23,electronics,FL,night,1
209.64,travel,FL,afternoon,0
40.38,grocery,CA,morning,0
314.28,travel,FL,night,1
420.49,electronics,NY,morning,0
101.63,fashion,NY,evening,0
18.52,grocery,FL,morning,0
56.31,fashion,FL,afternoon,0
191.78,fashion,FL,afternoon,0
54.95,grocery,NY,night,0
10.92,travel,TX,evening,0
97.64,travel,TX,evening,0
223.81,fashion,FL,morning,0
190.71,travel,CA,evening,0
23.1,electronics,CA,afternoon,0
134.05,fashion,TX,night,0
29.89,fashion,FL,night,1
29.54,fashion,NY,night,0
248.65,electronics,CA,evening,0
34.47,fashion,CA,evening,0
36.66,travel,NY,afternoon,0
0.08,travel,NY,morning,0
245.45,travel,FL,morning,0
188.77,travel,NY,night,0
118.45,fashion,NY,night,0
166.48,electronics,NY,evening,0
19.79,grocery,TX,night,0
73.57,travel,NY,afternoon,0
51.92,grocery,CA,afternoon,0
11.82,grocery,FL,night,1
79.89,fashion,FL,night,1
304.2,travel,FL,night,1
4.91,travel,TX,night,0
41.35,travel,CA,night,0
27.91,grocery,NY,afternoon,0
32.64,travel,CA,morning,0
286.88,travel,FL,afternoon,0
75.75,electronics,NY,afternoon,0
75.35,fashion,FL,night,1
171.54,travel,FL,morning,0
20.14,travel,FL,night,1
80.16,fashion,CA,afternoon,0
67.45,fashion,CA,morning,0
109.03,grocery,FL,evening,0
926.82,grocery,FL,night,1
176.07,grocery,NY,evening,0
60.87,fashion,FL,evening,0
210.92,electronics,FL,evening,0
22.46,travel,FL,evening,0
3.71,fashion,FL,morning,0
27.45,electronics,CA,night,0
49.94,fashion,FL,morning,0
85.74,electronics,TX,night,0
114.58,fashion,FL,night,1
289.76,fashion,CA,night,0
85.57,electronics,TX,morning,0
83.48,electronics,TX,afternoon,0
6.19,electronics,FL,evening,0
4.26,electronics,FL,afternoon,0
96.13,electronics,CA,afternoon,0
69.19,electronics,TX,afternoon,0
219.3,electronics,TX,evening,0
21.02,electronics,CA,afternoon,0
3.03,fashion,FL,evening,0
71.53,electronics,NY,evening,0
32.53,electronics,NY,evening,0
6.11,fashion,TX,night,0
154.74,fashion,TX,night,0
14.2,grocery,FL,afternoon,0
112.48,grocery,NY,night,0
39.6,electronics,TX,evening,0
22.87,electronics,FL,night,1
57.32,grocery,NY,evening,0
194.0,grocery,CA,morning,0
59.73,travel,TX,night,0
166.73,travel,CA,afternoon,0
16.09,electronics,NY,morning,0
177.82,travel,FL,morning,0
32.45,grocery,FL,night,1
135.76,electronics,NY,night,0
100.1,fashion,CA,afternoon,0
317.65,fashion,FL,morning,0
58.79,grocery,TX,evening,0
8.21,travel,CA,night,0
2.32,fashion,CA,morning,0
210.44,travel,TX,morning,0
89.27,fashion,NY,evening,0
179.13,travel,FL,morning,0
32.06,fashion,CA,night,0
50.79,fashion,FL,evening,0
3.67,electronics,FL,night,1
390.83,electronics,CA,afternoon,0
132.27,grocery,NY,morning,0
324.74,fashion,CA,night,0
37.03,travel,NY,night,0
113.44,fashion,TX,afternoon,0
136.17,travel,NY,morning,0
45.85,travel,NY,night,0
226.15,fashion,CA,evening,0
352.86,travel,FL,night,1
259.39,grocery,FL,night,1
161.22,electronics,NY,night,0
39.0,travel,NY,night,0
39.69,fashion,CA,morning,0
396.79,electronics,NY,night,0
1.24,grocery,CA,afternoon,0
151.07,travel,TX,night,0
147.0,travel,NY,evening,0
116.96,electronics,TX,evening,0
553.93,travel,NY,night,0
44.85,fashion,NY,night,0
49.86,electronics,TX,afternoon,0
9.87,electronics,TX,afternoon,0
70.18,travel,CA,morning,0
36.3,grocery,CA,morning,0
50.48,grocery,TX,evening,0
215.91,grocery,NY,night,0
328.9,grocery,CA,night,0
24.66,electronics,NY,afternoon,0
55.92,electronics,FL,afternoon,0
316.79,travel,CA,morning,0
7.66,grocery,CA,morning,0
11.63,grocery,CA,evening,0
21.32,travel,FL,afternoon,0
108.53,travel,TX,night,0
19.57,travel,NY,afternoon,0
413.33,fashion,FL,afternoon,0
71.03,travel,TX,afternoon,0
83.54,travel,CA,morning,0
33.99,fashion,TX,night,0
76.4,grocery,TX,night,0
130.13,electronics,TX,morning,0
166.92,grocery,NY,morning,0
168.23,electronics,TX,night,0
103.5,electronics,TX,evening,0
281.66,travel,TX,afternoon,0
204.06,travel,TX,night,0
169.79,fashion,FL,morning,0
6.87,grocery,FL,night,1
0.83,grocery,TX,afternoon,0
28.66,electronics,TX,night,0
130.71,travel,TX,morning,0
63.56,travel,CA,evening,0
61.78,grocery,TX,morning,0
259.11,fashion,TX,evening,0
271.1,travel,FL,afternoon,0
287.86,fashion,FL,morning,0
45.2,grocery,FL,night,1
140.95,grocery,NY,morning,0
38.03,fashion,CA,morning,0
25.38,travel,TX,afternoon,0
24.49,grocery,FL,evening,0
50.25,electronics,NY,evening,0
67.45,grocery,TX,night,0
213.31,travel,TX,morning,0
15.33,electronics,FL,afternoon,0
159.33,grocery,TX,evening,0
90.97,travel,TX,night,0
40.75,travel,TX,evening,0
81.47,grocery,FL,night,1
42.79,travel,NY,evening,0
108.79,fashion,TX,night,0
68.27,electronics,NY,evening,0
21.55,fashion,TX,evening,0
14.87,grocery,FL,morning,0
94.94,fashion,NY,night,0
279.24,grocery,FL,night,1
50.58,grocery,CA,morning,0
158.46,travel,TX,morning,0
128.99,travel,CA,evening,0
321.81,grocery,CA,evening,0
206.43,electronics,CA,evening,0
100.33,electronics,TX,morning,0
128.41,electronics,FL,evening,0
274.39,fashion,CA,morning,0
61.2,grocery,NY,evening,0
47.48,travel,TX,morning,0
1.3,fashion,FL,night,1
210.22,fashion,FL,afternoon,0
193.72,travel,CA,evening,0
13.24,grocery,TX,evening,0
103.21,fashion,CA,morning,0
74.83,grocery,NY,night,0
15.16,grocery,FL,night,1
472.9,grocery,FL,evening,0
29.0,travel,TX,morning,0
8.35,grocery,FL,morning,0
108.42,fashion,TX,afternoon,0
161.13,travel,CA,night,0
3.96,travel,NY,afternoon,0
129.01,fashion,TX,night,0
91.19,travel,CA,evening,0
13.08,fashion,NY,evening,0
22.73,electronics,FL,morning,0
100.71,fashion,NY,morning,0
42.18,travel,NY,morning,0
334.29,fashion,NY,night,0
204.94,electronics,FL,morning,0
493.02,grocery,TX,evening,0
36.08,grocery,TX,afternoon,0
419.69,grocery,NY,evening,0
67.71,travel,CA,evening,0
51.24,electronics,CA,evening,0
6.2,fashion,NY,afternoon,0
6.51,fashion,NY,evening,0
141.32,fashion,CA,night,0
73.48,fashion,NY,night,0
30.82,travel,NY,afternoon,0
114.22,travel,TX,night,0
34.98,electronics,TX,morning,0
103.43,fashion,NY,night,0
53.41,grocery,NY,evening,0
208.17,travel,FL,night,1
206.24,electronics,TX,morning,0
77.86,electronics,NY,morning,0
51.85,travel,FL,morning,0
54.04,grocery,FL,evening,0
196.61,grocery,FL,morning,0
47.73,fashion,FL,evening,0
28.14,travel,TX,morning,0
10.62,grocery,FL,evening,0
75.44,travel,TX,evening,0
78.96,electronics,FL,evening,0
220.59,electronics,FL,night,1
30.01,electronics,CA,morning,0
57.56,travel,TX,evening,0
198.29,fashion,CA,morning,0
208.22,fashion,CA,night,0
58.26,grocery,FL,afternoon,0
73.75,travel,TX,morning,0
43.37,fashion,NY,morning,0
323.57,travel,FL,night,1
15.16,fashion,TX,evening,0
325.72,electronics,CA,morning,0
138.19,electronics,TX,afternoon,0
91.0,grocery,FL,night,1
3.98,electronics,TX,evening,0
77.46,fashion,CA,morning,0
62.86,grocery,TX,morning,0
21.1,grocery,TX,night,0
128.2,electronics,CA,evening,0
425.48,travel,FL,evening,0
99.12,electronics,NY,night,0
150.53,electronics,CA,morning,0
8.51,grocery,CA,morning,0
64.89,electronics,FL,evening,0
14.84,fashion,FL,evening,0
113.86,grocery,TX,afternoon,0
334.61,electronics,CA,afternoon,0
130.09,travel,TX,afternoon,0
9.59,fashion,TX,evening,0
52.56,travel,FL,evening,0
96.0,fashion,FL,evening,0
61.94,travel,TX,morning,0
215.24,electronics,CA,night,0
202.27,fashion,CA,evening,0
113.56,grocery,TX,morning,0
56.1,grocery,NY,evening,0
35.38,travel,NY,night,0
13.43,travel,FL,evening,0
52.6,travel,CA,morning,0
63.96,fashion,TX,evening,0
135.18,grocery,TX,evening,0
128.81,electronics,CA,evening,0
8.72,fashion,FL,afternoon,0
60.35,travel,FL,evening,0
24.07,grocery,NY,morning,0
20.47,travel,CA,morning,0
210.75,electronics,CA,morning,0
5.14,electronics,TX,evening,0
65.2,grocery,CA,night,0
22.1,fashion,NY,morning,0
253.76,electronics,CA,afternoon,0
97.71,electronics,TX,night,0
31.58,electronics,NY,morning,0
83.76,electronics,TX,evening,0
157.78,travel,CA,afternoon,0
380.75,travel,FL,morning,0
29.88,fashion,CA,afternoon,0
260.78,grocery,CA,night,0
326.73,grocery,TX,morning,0
297.83,grocery,FL,evening,0
121.08,electronics,CA,afternoon,0
119.25,travel,NY,morning,0
61.94,travel,NY,night,0
167.51,fashion,TX,night,0
90.93,grocery,TX,morning,0
135.78,travel,FL,night,1
67.13,fashion,TX,afternoon,0
157.79,grocery,FL,afternoon,0
208.79,electronics,CA,afternoon,0
19.0,travel,NY,afternoon,0
214.72,travel,NY,night,0
93.26,grocery,NY,morning,0
223.46,electronics,TX,night,0
67.73,electronics,TX,night,0
57.18,travel,CA,morning,0
295.9,grocery,TX,morning,0
34.71,fashion,FL,evening,0
223.11,travel,NY,afternoon,0
79.4,electronics,CA,morning,0
86.61,fashion,FL,night,1
44.26,grocery,FL,afternoon,0
102.13,electronics,TX,afternoon,0
47.2,fashion,TX,night,0
4.81,travel,NY,morning,0
38.09,electronics,CA,afternoon,0
0.77,grocery,FL,afternoon,0
459.96,electronics,TX,afternoon,0
404.88,travel,TX,afternoon,0
60.33,grocery,CA,afternoon,0
156.4,travel,CA,night,0
50.92,fashion,TX,morning,0
133.44,electronics,TX,morning,0
196.44,travel,NY,afternoon,0
351.94,fashion,CA,afternoon,0
61.34,grocery,FL,afternoon,0
183.51,grocery,TX,night,0
37.1,fashion,TX,night,0
556.68,fashion,TX,evening,0
3.13,grocery,TX,afternoon,0
111.02,travel,NY,evening,0
129.28,fashion,CA,evening,0
139.79,travel,TX,evening,0
15.39,grocery,CA,morning,0
334.7,travel,FL,evening,0
23.99,travel,FL,afternoon,0
116.98,fashion,FL,night,1
30.23,travel,FL,afternoon,0
44.04,travel,CA,night,0
94.88,travel,FL,morning,0
64.79,grocery,FL,morning,0
20.95,grocery,TX,afternoon,0
22.5,electronics,TX,morning,0
64.98,grocery,TX,night,0
169.9,grocery,NY,morning,0
273.89,electronics,TX,evening,0
10.55,electronics,FL,evening,0
59.93,fashion,CA,morning,0
12.68,fashion,FL,afternoon,0
2.01,grocery,CA,evening,0
130.07,travel,FL,night,1
110.69,fashion,NY,afternoon,0
21.35,fashion,TX,morning,0
31.96,grocery,FL,afternoon,0
2.88,travel,TX,afternoon,0
216.18,electronics,NY,afternoon,0
441.19,electronics,NY,afternoon,0
17.47,grocery,TX,morning,0
31.59,grocery,TX,morning,0
243.37,travel,CA,evening,0
313.2,grocery,TX,evening,0
65.29,grocery,TX,night,0
6.23,grocery,CA,night,0
4.82,travel,FL,evening,0
102.38,grocery,CA,evening,0
59.89,fashion,FL,afternoon,0
3.49,travel,FL,evening,0
105.03,fashion,FL,night,1
1.36,travel,CA,evening,0
185.79,fashion,CA,afternoon,0
43.91,travel,NY,night,0
4.93,electronics,FL,morning,0
106.51,grocery,CA,evening,0
60.84,grocery,NY,morning,0
437.04,travel,FL,night,1
94.28,fashion,CA,evening,0
38.63,electronics,CA,morning,0
148.31,fashion,CA,evening,0
38.01,grocery,TX,morning,0
281.51,grocery,NY,morning,0
56.35,fashion,CA,night,0
95.79,travel,TX,evening,0
6.23,travel,NY,morning,0
66.64,fashion,NY,evening,0
214.31,grocery,TX,evening,0
196.57,fashion,NY,afternoon,0
30.48,grocery,TX,night,0
30.75,fashion,FL,evening,0
203.99,travel,CA,evening,0
319.8,electronics,TX,evening,0
12.03,grocery,NY,night,0
71.75,electronics,NY,night,0
49.4,travel,FL,evening,0
245.46,fashion,FL,night,1
10.47,travel,FL,afternoon,0
28.46,electronics,FL,night,1
167.55,travel,FL,afternoon,0
6.32,travel,CA,afternoon,0
81.4,fashion,TX,afternoon,0
70.03,electronics,FL,morning,0
48.85,electronics,FL,night,1
60.22,electronics,CA,evening,0
90.59,grocery,TX,afternoon,0
21.12,travel,FL,evening,0
101.83,electronics,TX,afternoon,0
196.44,travel,TX,evening,0
171.33,fashion,CA,morning,0
20.05,fashion,CA,afternoon,0
19.4,grocery,FL,morning,0
37.47,grocery,NY,morning,0
53.76,fashion,CA,night,0
63.0,electronics,TX,evening,0
136.62,fashion,TX,afternoon,0
7.0,travel,FL,morning,0
4.23,grocery,FL,evening,0
59.69,grocery,FL,night,1
143.35,fashion,TX,evening,0
25.8,electronics,CA,evening,0
123.1,electronics,NY,night,0
36.1,travel,CA,night,0
260.68,grocery,NY,night,0
271.25,fashion,CA,morning,0
42.34,fashion,FL,evening,0
31.36,grocery,TX,night,0
63.58,fashion,NY,evening,0
33.02,grocery,CA,evening,0
133.91,electronics,TX,morning,0
209.89,electronics,NY,evening,0
134.17,fashion,NY,morning,0
208.71,electronics,TX,night,0
60.7,electronics,FL,night,1
20.4,travel,TX,evening,0
160.71,grocery,FL,morning,0
53.64,grocery,CA,morning,0
133.5,fashion,CA,afternoon,0
37.87,grocery,TX,afternoon,0
10.17,travel,FL,night,1
588.46,fashion,CA,night,0
20.38,fashion,FL,afternoon,0
535.03,grocery,FL,morning,0
454.14,electronics,FL,evening,0
189.48,electronics,TX,evening,0
129.25,electronics,FL,morning,0
103.48,electronics,TX,night,0
241.28,travel,CA,evening,0
41.0,fashion,CA,morning,0
75.66,electronics,NY,evening,0
115.92,travel,NY,morning,0
63.56,fashion,CA,afternoon,0
66.93,grocery,FL,afternoon,0
48.11,grocery,FL,evening,0
99.68,travel,CA,evening,0
228.11,fashion,CA,evening,0
27.01,electronics,NY,evening,0
326.96,fashion,FL,afternoon,0
140.19,electronics,CA,afternoon,0
207.98,travel,NY,morning,0
97.48,electronics,NY,evening,0
181.43,travel,FL,afternoon,0
1.96,fashion,NY,night,0
204.7,fashion,NY,morning,0
4.92,electronics,TX,morning,0
264.78,fashion,CA,morning,0
578.84,electronics,FL,night,1
41.79,fashion,CA,night,0
28.34,grocery,TX,night,0
173.97,electronics,FL,afternoon,0
35.01,travel,CA,night,0
240.8,grocery,NY,morning,0
13.02,travel,FL,evening,0
16.15,fashion,TX,morning,0
464.46,grocery,NY,morning,0
134.44,fashion,TX,afternoon,0
225.19,electronics,NY,morning,0
47.05,travel,CA,afternoon,0
135.42,fashion,CA,afternoon,0
108.24,travel,CA,evening,0
110.9,travel,TX,morning,0
137.69,fashion,FL,evening,0
102.78,electronics,CA,evening,0
67.26,travel,TX,morning,0
38.74,fashion,NY,morning,0
175.62,electronics,CA,night,0
30.78,fashion,NY,night,0
141.46,electronics,CA,afternoon,0
31.88,travel,NY,morning,0
117.81,grocery,TX,afternoon,0
164.96,fashion,CA,evening,0
29.62,travel,TX,evening,0
7.42,fashion,TX,night,0
16.85,fashion,NY,afternoon,0
111.77,electronics,CA,morning,0
227.21,fashion,FL,morning,0
5.52,electronics,FL,night,1
158.98,travel,TX,night,0
50.1,fashion,NY,afternoon,0
78.13,travel,NY,night,0
317.17,grocery,NY,night,0
48.41,travel,CA,night,0
75.13,fashion,CA,evening,0
1.65,grocery,NY,afternoon,0
10.21,electronics,FL,morning,0
35.9,grocery,FL,morning,0
3.39,fashion,CA,afternoon,0
119.76,fashion,NY,night,0
66.7,travel,FL,night,1
95.33,electronics,FL,morning,0
23.03,fashion,CA,evening,0
42.11,fashion,CA,afternoon,0
130.81,electronics,FL,night,1
403.33,electronics,NY,evening,0
6.21,travel,FL,evening,0
265.29,grocery,FL,night,1
103.21,electronics,NY,afternoon,0
99.59,fashion,CA,afternoon,0
83.24,electronics,NY,morning,0
8.63,fashion,NY,morning,0
11.3,travel,NY,afternoon,0
110.23,grocery,NY,night,0
50.04,travel,CA,afternoon,0
299.06,electronics,FL,morning,0
62.62,fashion,TX,morning,0
18.56,electronics,CA,morning,0
150.51,electronics,NY,afternoon,0
41.67,electronics,FL,afternoon,0
89.45,electronics,FL,night,1
143.61,grocery,NY,morning,0
276.63,fashion,CA,evening,0
188.54,electronics,NY,evening,0
135.38,fashion,FL,night,1
136.59,grocery,FL,night,1
350.09,fashion,CA,morning,0
42.09,fashion,TX,afternoon,0
0.13,grocery,NY,afternoon,0
38.09,electronics,TX,evening,0
29.49,fashion,FL,morning,0
130.11,travel,TX,evening,0
120.52,fashion,NY,evening,0
108.01,electronics,NY,morning,0
1.97,travel,FL,night,1
156.58,electronics,CA,evening,0
46.9,fashion,CA,night,0
131.26,grocery,FL,afternoon,0
97.59,electronics,NY,evening,0
50.36,electronics,CA,morning,0
